,C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76
C42,0.8518518518518519,0.9444444444444444,0.9382716049382716,0.9693396226415094,0.776,0.8489583333333334,0.789763779527559,0.7890625,0.7919354838709678,0.8531400966183574,0.865137614678899,0.8598598598598599,0.9259708737864077,0.8008849557522124,0.859538784067086,0.8580246913580247,0.9245049504950495,0.8603174603174604,0.8619201725997843,0.859538784067086,0.8696078431372549,0.8603174603174604,0.9289805269186713,0.9,0.8932203389830509,0.9298245614035088,0.9353535353535354,0.9730392156862745,0.9529914529914529,0.9821428571428571,0.8932203389830509,0.9325396825396826,0.9444444444444444,0.9412997903563941,0.9477124183006536,0.9682539682539683,0.9867021276595744,0.963718820861678,0.984375,0.9546485260770975,0.9813829787234043,0.9891304347826086,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C43,0.8494031221303948,0.9325396825396826,0.9704545454545455,0.9272030651340997,0.7740259740259741,0.7844444444444445,0.8466838931955211,0.7863636363636364,0.8483245149911817,0.795,0.8592920353982301,0.8544061302681992,0.8027027027027027,0.9261363636363636,0.8679245283018868,0.9231651376146789,0.859538784067086,0.8572884811416922,0.8055555555555556,0.8593272171253823,0.9241452991452992,0.8036363636363636,0.865686274509804,0.8868852459016393,0.9234972677595629,0.8838709677419355,0.96875,0.9325396825396826,0.9337231968810916,0.9,0.9754464285714286,0.9484126984126984,0.9393939393939394,0.896551724137931,0.9035714285714286,0.924074074074074,0.9382716049382716,0.9423868312757202,0.9035714285714286,0.98,0.9444444444444444,0.98,0.9477124183006536,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C44,0.8506069094304388,0.9382716049382716,0.9325396825396826,0.9659090909090909,0.775,0.7857142857142857,0.7883720930232558,0.7876923076923077,0.7904761904761904,0.8518518518518519,0.8621621621621621,0.7982758620689655,0.8580246913580247,0.8646464646464647,0.9283980582524272,0.8565656565656565,0.9235436893203883,0.8587746625129803,0.8603174603174604,0.8580246913580247,0.8663461538461539,0.8587746625129803,0.9259259259259259,0.8932203389830509,0.8868852459016393,0.9246704331450094,0.9298245614035088,0.9693396226415094,0.9,0.9382716049382716,0.9484126984126984,0.9787735849056604,0.9382716049382716,0.9353535353535354,0.9412997903563941,0.9607843137254902,0.9444444444444444,0.9111111111111111,0.9412997903563941,0.9477124183006536,0.9770408163265306,0.9477124183006536,0.9791666666666666,0.9895833333333334,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C45,0.8518518518518519,0.9444444444444444,0.9779411764705882,0.9693396226415094,0.776,0.7870229007633588,0.8488888888888889,0.7890625,0.8506375227686703,0.8531400966183574,0.865137614678899,0.8571428571428571,0.859538784067086,0.8578578578578578,0.859538784067086,0.925,0.9245049504950495,0.8603174603174604,0.8619201725997843,0.9242788461538461,0.93,0.8603174603174604,0.9289805269186713,0.9,0.9337231968810916,0.9298245614035088,0.9759615384615384,0.9730392156862745,0.9454926624737946,0.9444444444444444,0.9337231968810916,0.9325396825396826,0.9775,0.9412997903563941,0.9477124183006536,0.9682539682539683,0.9511111111111111,0.9555555555555556,0.9477124183006536,0.9891304347826086,0.9813829787234043,0.9891304347826086,0.9836956521739131,0.984375,0.9791666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C46,0.8524904214559387,0.9477124183006536,0.9412997903563941,0.9711538461538461,0.776510067114094,0.7876923076923077,0.7904761904761904,0.8488888888888889,0.7926829268292683,0.8538011695906432,0.8666666666666667,0.8008849557522124,0.8603174603174604,0.8017857142857143,0.8603174603174604,0.8587746625129803,0.925,0.9252450980392157,0.8627450980392157,0.8603174603174604,0.8712871287128713,0.9252450980392157,0.9305555555555556,0.9035714285714286,0.896551724137931,0.9325396825396826,0.9382716049382716,0.975,0.9111111111111111,0.9477124183006536,0.896551724137931,0.9353535353535354,0.9477124183006536,0.9775,0.9511111111111111,0.9722222222222222,0.9546485260770975,0.9235294117647059,0.9511111111111111,0.9583333333333334,0.9836956521739131,0.9583333333333334,0.9861111111111112,0.9511111111111111,0.9813829787234043,0.9861111111111112,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C47,0.8524904214559387,0.9705882352941176,0.9412997903563941,0.9711538461538461,0.776510067114094,0.7876923076923077,0.7904761904761904,0.789763779527559,0.7926829268292683,0.8538011695906432,0.8666666666666667,0.8008849557522124,0.8603174603174604,0.8017857142857143,0.8603174603174604,0.8587746625129803,0.925,0.8611111111111112,0.92625,0.8603174603174604,0.8712871287128713,0.8611111111111112,0.9305555555555556,0.9285714285714286,0.896551724137931,0.9325396825396826,0.9382716049382716,0.975,0.9111111111111111,0.9477124183006536,0.896551724137931,0.9353535353535354,0.9477124183006536,0.9444444444444444,0.9817708333333334,0.9722222222222222,0.9546485260770975,0.9235294117647059,0.9511111111111111,0.9583333333333334,0.9836956521739131,0.9583333333333334,0.9861111111111112,0.9511111111111111,0.9813829787234043,0.9861111111111112,0.9886363636363636,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C48,0.854775828460039,0.9569160997732427,0.9498910675381264,0.975,0.7789115646258503,0.790625,0.7935483870967742,0.7928,0.7958677685950413,0.8561507936507936,0.8716981132075472,0.8045045045045045,0.8629989212513485,0.8054545454545454,0.8629989212513485,0.8613756613756614,0.9260204081632653,0.8638344226579521,0.8655555555555555,0.8629989212513485,0.8767676767676768,0.8638344226579521,0.9349881796690307,0.9148148148148149,0.9071428571428571,0.9403292181069959,0.9465811965811965,0.9791666666666666,0.9230769230769231,0.9569160997732427,0.9071428571428571,0.9433962264150944,0.9569160997732427,0.9533333333333334,0.9606481481481481,0.9830917874396136,0.9645390070921985,0.936734693877551,0.9606481481481481,0.9685990338164251,0.9886363636363636,0.9685990338164251,0.9912790697674418,0.9606481481481481,0.9861111111111112,0.9912790697674418,0.9940476190476191,0.9940476190476191,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C49,0.8544739429695182,0.9583333333333334,0.9511111111111111,0.9511111111111111,0.7794520547945205,0.7913385826771654,0.7943089430894309,0.7935483870967742,0.7966666666666666,0.8035714285714286,0.8733333333333333,0.8054545454545454,0.8126213592233009,0.8064220183486238,0.8126213592233009,0.8611111111111112,0.8662131519274376,0.8635863586358636,0.816,0.8126213592233009,0.8785714285714286,0.8137254901960784,0.8819148936170212,0.9188679245283019,0.9109090909090909,0.9148148148148149,0.9477124183006536,0.9583333333333334,0.9274509803921569,0.936734693877551,0.9109090909090909,0.9188679245283019,0.936734693877551,0.932,0.9416666666666667,0.967391304347826,0.966183574879227,0.9416666666666667,0.9416666666666667,0.9703703703703703,0.9747474747474747,0.9703703703703703,0.979328165374677,0.9621749408983451,0.9703703703703703,0.979328165374677,0.9841269841269841,0.9841269841269841,0.9972222222222222,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
C50,0.7926829268292683,0.9233716475095786,0.89,0.9246704331450094,0.7735483870967742,0.7838235294117647,0.7863636363636364,0.7857142857142857,0.7883720930232558,0.85,0.8578947368421053,0.795798319327731,0.8558558558558559,0.8623402163225172,0.9268867924528302,0.8,0.8587746625129803,0.8027027027027027,0.9233490566037735,0.8558558558558559,0.8616822429906542,0.8565656565656565,0.9215686274509803,0.9139784946236559,0.878125,0.9175627240143369,0.8868852459016393,0.9298245614035088,0.89,0.9298245614035088,0.9397363465160076,0.9732142857142857,0.9298245614035088,0.9272030651340997,0.9699074074074074,0.9506172839506173,0.9035714285714286,0.9,0.9325396825396826,0.9072727272727272,0.9412997903563941,0.9072727272727272,0.9444444444444444,0.9615384615384616,0.9872448979591837,0.9444444444444444,0.9477124183006536,0.9795918367346939,0.9569160997732427,0.936734693877551,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
C51,0.8549905838041432,0.949685534591195,0.9764150943396226,0.9434343434343434,0.8385185185185186,0.8473282442748091,0.8472222222222222,0.7870229007633588,0.9190573770491803,0.8563218390804598,0.9255861365953109,0.9229910714285714,0.8629283489096573,0.8557504873294347,0.8036363636363636,0.8585858585858586,0.8075471698113208,0.8045871559633028,0.8065420560747664,0.8600823045267489,0.9255663430420712,0.8045871559633028,0.8673267326732673,0.9376218323586745,0.9692982456140351,0.9348659003831418,0.9337231968810916,0.9035714285714286,0.9764150943396226,0.949685534591195,0.9259259259259259,0.89,0.9423868312757202,0.9,0.9072727272727272,0.9283018867924528,0.9895833333333334,1.0,0.9872448979591837,0.9869791666666666,0.963718820861678,0.9869791666666666,0.9675925925925926,0.9454926624737946,0.9150943396226415,0.9591836734693877,0.928,0.928,0.9416666666666667,0.9468085106382979,0.9035714285714286,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
C52,0.8549905838041432,0.949685534591195,0.9434343434343434,0.9764150943396226,0.8385185185185186,0.8473282442748091,0.7876923076923077,0.7870229007633588,0.8512544802867383,0.9221491228070176,0.9255861365953109,0.8576998050682261,0.9245283018867925,0.7982758620689655,0.8572884811416922,0.8017857142857143,0.8603174603174604,0.8045871559633028,0.859538784067086,0.8572884811416922,0.8647619047619047,0.8580246913580247,0.9244444444444444,0.9376218323586745,0.9322033898305084,0.9709821428571429,0.8932203389830509,0.9353535353535354,0.9434343434343434,0.9759615384615384,0.8838709677419355,0.9246704331450094,0.9353535353535354,0.9325396825396826,0.9382716049382716,0.9572649572649573,0.9895833333333334,0.9872448979591837,1.0,0.96,0.9893617021276596,0.96,0.9867021276595744,0.9072727272727272,0.9444444444444444,0.9511111111111111,0.9546485260770975,0.9546485260770975,0.9645390070921985,0.9468085106382979,0.9353535353535354,0.9895833333333334,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C53,0.8537037037037037,0.9434343434343434,0.9727272727272728,0.9376218323586745,0.8377192982456141,0.7838235294117647,0.8461538461538461,0.7857142857142857,0.9183467741935484,0.8549905838041432,0.9229229229229229,0.8537511870845205,0.8017857142857143,0.9256756756756757,0.8670820353063343,0.8571428571428571,0.8055555555555556,0.8027027027027027,0.8045871559633028,0.8585858585858586,0.9227513227513228,0.8027027027027027,0.8640776699029126,0.9322033898305084,0.9661016949152542,0.9296296296296296,0.928436911487759,0.896551724137931,0.9310344827586207,0.896551724137931,0.9736842105263158,0.9454191033138402,0.9365079365079365,0.8932203389830509,0.9,0.92,0.949685534591195,0.9783653846153846,0.9465020576131687,0.9825,0.9564270152505446,0.9454926624737946,0.9150943396226415,0.9875,0.9688888888888889,0.9520697167755992,0.9192307692307692,0.9192307692307692,0.932,0.936734693877551,0.9580712788259959,0.9803921568627451,0.949685534591195,1.0,,,,,,,,,,,,,,,,,,,,,,,
C54,0.8537037037037037,0.9434343434343434,0.9376218323586745,0.9727272727272728,0.8377192982456141,0.7838235294117647,0.7863636363636364,0.7857142857142857,0.8500881834215167,0.9213362068965517,0.9229229229229229,0.795798319327731,0.8558558558558559,0.8623402163225172,0.9268867924528302,0.8,0.8587746625129803,0.8027027027027027,0.8580246913580247,0.8558558558558559,0.8616822429906542,0.8565656565656565,0.9215686274509803,0.9322033898305084,0.9271402550091075,0.9676724137931034,0.8868852459016393,0.9298245614035088,0.89,0.9298245614035088,0.9397363465160076,0.9732142857142857,0.9298245614035088,0.9272030651340997,0.9325396825396826,0.9506172839506173,0.949685534591195,0.9465020576131687,0.9783653846153846,0.9529914529914529,0.9846938775510204,0.9072727272727272,0.9444444444444444,0.9615384615384616,0.9872448979591837,0.9444444444444444,0.9477124183006536,0.9477124183006536,0.9569160997732427,0.936734693877551,0.9807692307692307,0.949685534591195,0.9803921568627451,0.99,1.0,,,,,,,,,,,,,,,,,,,,,,
C55,0.855650522317189,0.9529914529914529,0.9783653846153846,0.9783653846153846,0.8389261744966443,0.7857142857142857,0.847769028871391,0.7876923076923077,0.9194214876033058,0.922566371681416,0.926954732510288,0.8557504873294347,0.8580246913580247,0.856440511307768,0.8580246913580247,0.8593272171253823,0.8611111111111112,0.8055555555555556,0.8603174603174604,0.9233490566037735,0.9270152505446623,0.8587746625129803,0.9259259259259259,0.9404761904761905,0.9709821428571429,0.9727272727272728,0.9365079365079365,0.9382716049382716,0.9393939393939394,0.9382716049382716,0.928436911487759,0.9272030651340997,0.9735576923076923,0.9353535353535354,0.9412997903563941,0.9607843137254902,0.96,0.9846938775510204,0.9846938775510204,0.9893617021276596,0.9918478260869565,0.9555555555555556,0.9546485260770975,0.9487179487179487,0.9477124183006536,0.9840425531914894,0.9583333333333334,0.9583333333333334,0.9685990338164251,0.9521739130434783,0.9382716049382716,0.9869791666666666,0.9869791666666666,0.9825,0.9825,1.0,,,,,,,,,,,,,,,,,,,,,
C56,0.855650522317189,0.9529914529914529,0.9465020576131687,0.9783653846153846,0.8389261744966443,0.7857142857142857,0.7883720930232558,0.8472222222222222,0.8518518518518519,0.922566371681416,0.926954732510288,0.7982758620689655,0.8580246913580247,0.7991304347826087,0.8580246913580247,0.8027027027027027,0.8611111111111112,0.8616352201257862,0.8603174603174604,0.8580246913580247,0.8663461538461539,0.9238095238095239,0.9259259259259259,0.9404761904761905,0.9348659003831418,0.9727272727272728,0.896551724137931,0.9382716049382716,0.9,0.9382716049382716,0.8868852459016393,0.9272030651340997,0.9382716049382716,0.9716981132075472,0.9412997903563941,0.9607843137254902,0.96,0.9564270152505446,0.9846938775510204,0.963718820861678,0.9918478260869565,0.9192307692307692,0.9546485260770975,0.9111111111111111,0.9477124183006536,0.9546485260770975,0.9864130434782609,0.9583333333333334,0.9685990338164251,0.9521739130434783,0.9382716049382716,0.96,0.9869791666666666,0.9529914529914529,0.9825,0.9893617021276596,1.0,,,,,,,,,,,,,,,,,,,,
C57,0.855650522317189,0.9735576923076923,0.9465020576131687,0.9783653846153846,0.8389261744966443,0.7857142857142857,0.7883720930232558,0.7876923076923077,0.8518518518518519,0.922566371681416,0.926954732510288,0.7982758620689655,0.8580246913580247,0.7991304347826087,0.8580246913580247,0.8027027027027027,0.8611111111111112,0.8055555555555556,0.9247572815533981,0.8580246913580247,0.8663461538461539,0.8587746625129803,0.9259259259259259,0.9665178571428571,0.9348659003831418,0.9727272727272728,0.896551724137931,0.9382716049382716,0.9,0.9382716049382716,0.8868852459016393,0.9272030651340997,0.9382716049382716,0.9353535353535354,0.9754901960784313,0.9607843137254902,0.96,0.9564270152505446,0.9846938775510204,0.963718820861678,0.9918478260869565,0.9192307692307692,0.9546485260770975,0.9111111111111111,0.9477124183006536,0.9546485260770975,0.9583333333333334,0.9864130434782609,0.9685990338164251,0.9521739130434783,0.9735576923076923,0.96,0.9869791666666666,0.9529914529914529,0.9825,0.9893617021276596,0.9893617021276596,1.0,,,,,,,,,,,,,,,,,,,
C58,0.7942148760330578,0.9035714285714286,0.9365079365079365,0.896551724137931,0.7745098039215687,0.8473282442748091,0.8472222222222222,0.8466838931955211,0.8488888888888889,0.795798319327731,0.8607142857142858,0.9229910714285714,0.8629283489096573,0.8557504873294347,0.8036363636363636,0.8585858585858586,0.8075471698113208,0.8608515057113187,0.8065420560747664,0.8600823045267489,0.9255663430420712,0.8608515057113187,0.8673267326732673,0.89,0.9259259259259259,0.8868852459016393,0.9337231968810916,0.9035714285714286,0.9764150943396226,0.949685534591195,0.9259259259259259,0.89,0.9423868312757202,0.9393939393939394,0.9072727272727272,0.9283018867924528,0.9564270152505446,0.9825,0.9529914529914529,0.9520697167755992,0.9192307692307692,0.9869791666666666,0.9675925925925926,0.9454926624737946,0.9150943396226415,0.9591836734693877,0.9629629629629629,0.928,0.9416666666666667,0.9468085106382979,0.9035714285714286,0.9846938775510204,0.9564270152505446,0.9423868312757202,0.9035714285714286,0.9520697167755992,0.9520697167755992,0.9150943396226415,1.0,,,,,,,,,,,,,,,,,,
C59,0.7934426229508197,0.9,0.8932203389830509,0.9272030651340997,0.7740259740259741,0.8468013468013468,0.7870229007633588,0.8461538461538461,0.7890625,0.8506069094304388,0.8592920353982301,0.8570048309178744,0.9240654205607477,0.7974358974358975,0.8565656565656565,0.8008849557522124,0.859538784067086,0.8600823045267489,0.8587746625129803,0.8565656565656565,0.8632075471698113,0.9228971962616822,0.922992299229923,0.8868852459016393,0.8809523809523809,0.9198542805100182,0.89,0.9325396825396826,0.9404761904761905,0.9740566037735849,0.8809523809523809,0.9222222222222223,0.9325396825396826,0.9681818181818181,0.9353535353535354,0.9538784067085954,0.9529914529914529,0.949685534591195,0.9759615384615384,0.9111111111111111,0.9444444444444444,0.9564270152505446,0.984375,0.9035714285714286,0.9412997903563941,0.9477124183006536,0.9817708333333334,0.9511111111111111,0.9606481481481481,0.9416666666666667,0.9325396825396826,0.9529914529914529,0.9779411764705882,0.9,0.9325396825396826,0.9412997903563941,0.9754901960784313,0.9412997903563941,0.9872448979591837,1.0,,,,,,,,,,,,,,,,,
C60,0.7926829268292683,0.896551724137931,0.9310344827586207,0.89,0.7735483870967742,0.8462823725981621,0.8461538461538461,0.7857142857142857,0.847769028871391,0.7942148760330578,0.8578947368421053,0.9221491228070176,0.8613659531090724,0.9256756756756757,0.8670820353063343,0.8571428571428571,0.8055555555555556,0.8027027027027027,0.8045871559633028,0.8585858585858586,0.9227513227513228,0.8027027027027027,0.8640776699029126,0.8838709677419355,0.921146953405018,0.8809523809523809,0.928436911487759,0.896551724137931,0.9727272727272728,0.9434343434343434,0.9736842105263158,0.9454191033138402,0.9365079365079365,0.8932203389830509,0.9,0.92,0.949685534591195,0.9783653846153846,0.9465020576131687,0.9454926624737946,0.9111111111111111,0.9825,0.96,0.9875,0.9688888888888889,0.9520697167755992,0.9192307692307692,0.9192307692307692,0.932,0.936734693877551,0.9580712788259959,0.9803921568627451,0.949685534591195,0.9852941176470589,0.9580712788259959,0.9454926624737946,0.9072727272727272,0.9072727272727272,0.9803921568627451,0.9465020576131687,1.0,,,,,,,,,,,,,,,,
